ANÁLISIS LÉXICO - algoritmos/algoritmo_Alex.php
Contribución de: Alex-Benites
Fecha: 29/06/2025 17:59:45
============================================================

ESTADO DEL ANÁLISIS:  ANÁLISIS EXITOSO

TOKENS ENCONTRADOS:
----------------------------------------
  1. Token: TAG_INICIO      | Valor: '<?php' | Línea: 102
 55. Token: ECHO            | Valor: 'echo' | Línea: 124
 56. Token: CADENA          | Valor: '"Estado de la cola después del DEQUEUE:\n"' | Línea: 124
 57. Token: PUNTO_COMA      | Valor: ';' | Línea: 124
 58. Token: IDENTIFICADOR   | Valor: 'print_r' | Línea: 125
 59. Token: PAREN_IZQ       | Valor: '(' | Línea: 125
 60. Token: VARIABLE        | Valor: '$cola' | Línea: 125
 61. Token: PAREN_DER       | Valor: ')' | Línea: 125
 62. Token: PUNTO_COMA      | Valor: ';' | Línea: 125
 63. Token: IF              | Valor: 'if' | Línea: 128
 64. Token: PAREN_IZQ       | Valor: '(' | Línea: 128
 65. Token: IDENTIFICADOR   | Valor: 'empty' | Línea: 128
 66. Token: PAREN_IZQ       | Valor: '(' | Línea: 128
 67. Token: VARIABLE        | Valor: '$cola' | Línea: 128
 68. Token: PAREN_DER       | Valor: ')' | Línea: 128
 69. Token: PAREN_DER       | Valor: ')' | Línea: 128
 70. Token: LLAVE_IZQ       | Valor: '{' | Línea: 128
 71. Token: ECHO            | Valor: 'echo' | Línea: 129
 72. Token: CADENA          | Valor: '"\nLa cola está vacía.\n"' | Línea: 129
 73. Token: PUNTO_COMA      | Valor: ';' | Línea: 129
 74. Token: LLAVE_DER       | Valor: '}' | Línea: 130
 75. Token: ELSE            | Valor: 'else' | Línea: 130
 76. Token: LLAVE_IZQ       | Valor: '{' | Línea: 130
 77. Token: ECHO            | Valor: 'echo' | Línea: 131
 78. Token: CADENA          | Valor: '"\nQuedan "' | Línea: 131
 79. Token: PUNTO           | Valor: '.' | Línea: 131
 80. Token: IDENTIFICADOR   | Valor: 'count' | Línea: 131
 81. Token: PAREN_IZQ       | Valor: '(' | Línea: 131
 82. Token: VARIABLE        | Valor: '$cola' | Línea: 131
 83. Token: PAREN_DER       | Valor: ')' | Línea: 131
 84. Token: PUNTO           | Valor: '.' | Línea: 131
 85. Token: CADENA          | Valor: '" clientes en la cola.\n"' | Línea: 131
 86. Token: PUNTO_COMA      | Valor: ';' | Línea: 131
 87. Token: LLAVE_DER       | Valor: '}' | Línea: 132
 88. Token: VARIABLE        | Valor: '$siguienteCliente' | Línea: 135
 89. Token: ASIGNAR         | Valor: '=' | Línea: 135
 90. Token: VARIABLE        | Valor: '$cola' | Línea: 135
 91. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 135
 92. Token: NUMERO          | Valor: '0' | Línea: 135
 93. Token: CORCHETE_DER    | Valor: ']' | Línea: 135
 94. Token: PUNTO_COMA      | Valor: ';' | Línea: 135
 95. Token: ECHO            | Valor: 'echo' | Línea: 137
 96. Token: CADENA          | Valor: '"\nEl siguiente cliente en la cola es: "' | Línea: 137
 97. Token: PUNTO           | Valor: '.' | Línea: 137
 98. Token: VARIABLE        | Valor: '$siguienteCliente' | Línea: 137
 99. Token: PUNTO           | Valor: '.' | Línea: 137
100. Token: CADENA          | Valor: '"\n"' | Línea: 137
101. Token: PUNTO_COMA      | Valor: ';' | Línea: 137
102. Token: ECHO            | Valor: 'echo' | Línea: 140
103. Token: CADENA          | Valor: '"\n=== PRUEBAS DE VALIDACIÓN SEMÁNTICA ===\n"' | Línea: 140
104. Token: PUNTO_COMA      | Valor: ';' | Línea: 140
105. Token: ECHO            | Valor: 'echo' | Línea: 143
106. Token: CADENA          | Valor: '"Realizando operaciones matemáticas...\n"' | Línea: 143
107. Token: PUNTO_COMA      | Valor: ';' | Línea: 143
108. Token: VARIABLE        | Valor: '$clientes_total' | Línea: 144
109. Token: ASIGNAR         | Valor: '=' | Línea: 144
110. Token: NUMERO          | Valor: '10' | Línea: 144
111. Token: PUNTO_COMA      | Valor: ';' | Línea: 144
112. Token: VARIABLE        | Valor: '$divisor_cero' | Línea: 145
113. Token: ASIGNAR         | Valor: '=' | Línea: 145
114. Token: NUMERO          | Valor: '0' | Línea: 145
115. Token: PUNTO_COMA      | Valor: ';' | Línea: 145
116. Token: VARIABLE        | Valor: '$promedio1' | Línea: 148
117. Token: ASIGNAR         | Valor: '=' | Línea: 148
118. Token: NUMERO          | Valor: '100' | Línea: 148
119. Token: DIVIDIR         | Valor: '/' | Línea: 148
120. Token: NUMERO          | Valor: '0' | Línea: 148
121. Token: PUNTO_COMA      | Valor: ';' | Línea: 148
122. Token: VARIABLE        | Valor: '$promedio2' | Línea: 151
123. Token: ASIGNAR         | Valor: '=' | Línea: 151
124. Token: VARIABLE        | Valor: '$clientes_total' | Línea: 151
125. Token: DIVIDIR         | Valor: '/' | Línea: 151
126. Token: NUMERO          | Valor: '0' | Línea: 151
127. Token: PUNTO_COMA      | Valor: ';' | Línea: 151
128. Token: VARIABLE        | Valor: '$promedio3' | Línea: 154
129. Token: ASIGNAR         | Valor: '=' | Línea: 154
130. Token: NUMERO          | Valor: '50' | Línea: 154
131. Token: DIVIDIR         | Valor: '/' | Línea: 154
132. Token: NUMERO          | Valor: '0.0' | Línea: 154
133. Token: PUNTO_COMA      | Valor: ';' | Línea: 154
134. Token: VARIABLE        | Valor: '$promedio_valido' | Línea: 157
135. Token: ASIGNAR         | Valor: '=' | Línea: 157
136. Token: VARIABLE        | Valor: '$clientes_total' | Línea: 157
137. Token: DIVIDIR         | Valor: '/' | Línea: 157
138. Token: NUMERO          | Valor: '2' | Línea: 157
139. Token: PUNTO_COMA      | Valor: ';' | Línea: 157
140. Token: VARIABLE        | Valor: '$tiempo_atencion' | Línea: 158
141. Token: ASIGNAR         | Valor: '=' | Línea: 158
142. Token: NUMERO          | Valor: '60' | Línea: 158
143. Token: DIVIDIR         | Valor: '/' | Línea: 158
144. Token: IDENTIFICADOR   | Valor: 'count' | Línea: 158
145. Token: PAREN_IZQ       | Valor: '(' | Línea: 158
146. Token: VARIABLE        | Valor: '$cola' | Línea: 158
147. Token: PAREN_DER       | Valor: ')' | Línea: 158
148. Token: PUNTO_COMA      | Valor: ';' | Línea: 158
149. Token: ECHO            | Valor: 'echo' | Línea: 160
150. Token: CADENA          | Valor: '"Promedio de atención por cliente: "' | Línea: 160
151. Token: PUNTO           | Valor: '.' | Línea: 160
152. Token: VARIABLE        | Valor: '$promedio_valido' | Línea: 160
153. Token: PUNTO           | Valor: '.' | Línea: 160
154. Token: CADENA          | Valor: '" minutos\n"' | Línea: 160
155. Token: PUNTO_COMA      | Valor: ';' | Línea: 160
156. Token: TAG_FIN         | Valor: '?>' | Línea: 161

ESTADÍSTICAS LÉXICAS:
-------------------------
Total de tokens: 156
Tipos únicos de tokens: 19

FRECUENCIA DE TOKENS:
--------------------
ASIGNAR        : 13
CADENA         : 17
CORCHETE_DER   : 5
CORCHETE_IZQ   : 5
DIVIDIR        : 5
ECHO           : 10
ELSE           : 1
IDENTIFICADOR  : 7
IF             : 1
LLAVE_DER      : 2
LLAVE_IZQ      : 2
NUMERO         : 10
PAREN_DER      : 8
PAREN_IZQ      : 8
PUNTO          : 8
PUNTO_COMA     : 26
TAG_FIN        : 1
TAG_INICIO     : 1
VARIABLE       : 26

============================================================
INFORMACIÓN ADICIONAL:
-------------------------
Archivo analizado: algoritmos/algoritmo_Alex.php
Análisis léxico completado sin errores
Todos los tokens fueron reconocidos correctamente
